lat,lon,name,admin1,admin2,cc,projected coordinate
40.71427,-74.00597,New York City,New York,,US,1773084402
40.78343,-73.96625,Manhattan,New York,New York County,US,42436546
40.78343,-73.96625,Manhattan,New York,New York County,US,42436492
40.78343,-73.96625,Manhattan,New York,New York County,US,42421741
40.78343,-73.96625,Manhattan,New York,New York County,US,595314119
40.78343,-73.96625,Manhattan,New York,New York County,US,1825841754
40.71427,-74.00597,New York City,New York,,US,4143859873
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42430688
40.71427,-74.00597,New York City,New York,,US,42445867
40.71427,-74.00597,New York City,New York,,US,1773084405
40.74482,-73.94875,Long Island City,New York,Queens County,US,42479286
40.86566,-73.9268,Inwood,New York,New York County,US,42442702
40.78343,-73.96625,Manhattan,New York,New York County,US,42439406
40.74482,-73.94875,Long Island City,New York,Queens County,US,42866051
40.78343,-73.96625,Manhattan,New York,New York County,US,42439984
40.78343,-73.96625,Manhattan,New York,New York County,US,596776017
40.71427,-74.00597,New York City,New York,,US,42439345
40.71427,-74.00597,New York City,New York,,US,42429762
40.74482,-73.94875,Long Island City,New York,Queens County,US,42436590
40.78343,-73.96625,Manhattan,New York,New York County,US,42442528
40.78343,-73.96625,Manhattan,New York,New York County,US,6680686985
40.71427,-74.00597,New York City,New York,,US,42431630
40.78343,-73.96625,Manhattan,New York,New York County,US,42450030
40.74482,-73.94875,Long Island City,New York,Queens County,US,42442931
40.6501,-73.94958,Brooklyn,New York,Kings County,US,42473610
40.71427,-74.00597,New York City,New York,,US,42446925
40.71427,-74.00597,New York City,New York,,US,42436393
40.84985,-73.86641,The Bronx,New York,Bronx,US,42748716
40.71427,-74.00597,New York City,New York,,US,42449029
40.74482,-73.94875,Long Island City,New York,Queens County,US,42434092
40.71427,-74.00597,New York City,New York,,US,42430898
40.71427,-74.00597,New York City,New York,,US,42430805
40.74482,-73.94875,Long Island City,New York,Queens County,US,42438889
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,4461990857
40.71427,-74.00597,New York City,New York,,US,42430265
40.74482,-73.94875,Long Island City,New York,Queens County,US,4597668043
40.71427,-74.00597,New York City,New York,,US,1918039896
40.78343,-73.96625,Manhattan,New York,New York County,US,42446093
40.86566,-73.9268,Inwood,New York,New York County,US,1764400306
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,4443775465
40.78343,-73.96625,Manhattan,New York,New York County,US,42431556
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42454433
40.71427,-74.00597,New York City,New York,,US,42436159
40.71427,-74.00597,New York City,New York,,US,42440729
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,62915549
40.71427,-74.00597,New York City,New York,,US,42446902
40.71427,-74.00597,New York City,New York,,US,42428524
40.74399,-74.03236,Hoboken,New Jersey,Hudson County,US,42449341
40.74482,-73.94875,Long Island City,New York,Queens County,US,42445392
40.71427,-74.00597,New York City,New York,,US,42436779
40.74482,-73.94875,Long Island City,New York,Queens County,US,2387504625
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,4461990857
40.74482,-73.94875,Long Island City,New York,Queens County,US,42449948
40.71427,-74.00597,New York City,New York,,US,42437618
40.71427,-74.00597,New York City,New York,,US,1773084410
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42435422
40.78343,-73.96625,Manhattan,New York,New York County,US,42440009
40.78343,-73.96625,Manhattan,New York,New York County,US,42435336
40.71427,-74.00597,New York City,New York,,US,42429378
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42435657
40.74482,-73.94875,Long Island City,New York,Queens County,US,42436707
40.71427,-74.00597,New York City,New York,,US,42439834
40.71427,-74.00597,New York City,New York,,US,6330018917
40.78343,-73.96625,Manhattan,New York,New York County,US,596775867
40.71427,-74.00597,New York City,New York,,US,1919595911
40.78343,-73.96625,Manhattan,New York,New York County,US,42430347
40.71427,-74.00597,New York City,New York,,US,370880739
40.74482,-73.94875,Long Island City,New York,Queens County,US,42896819
40.78343,-73.96625,Manhattan,New York,New York County,US,42438963
40.71427,-74.00597,New York City,New York,,US,42523739
40.6501,-73.94958,Brooklyn,New York,Kings County,US,42521146
40.78343,-73.96625,Manhattan,New York,New York County,US,42448254
40.71427,-74.00597,New York City,New York,,US,1773084402
40.74482,-73.94875,Long Island City,New York,Queens County,US,42469494
40.71427,-74.00597,New York City,New York,,US,42439345
40.78343,-73.96625,Manhattan,New York,New York County,US,42428716
40.71427,-74.00597,New York City,New York,,US,42434355
40.78343,-73.96625,Manhattan,New York,New York County,US,42440012
40.74482,-73.94875,Long Island City,New York,Queens County,US,42446959
40.71427,-74.00597,New York City,New York,,US,42437084
40.78343,-73.96625,Manhattan,New York,New York County,US,42443020
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42434439
40.78343,-73.96625,Manhattan,New York,New York County,US,42439567
40.68149,-73.83652,Borough of Queens,New York,Queens County,US,2931099253
40.71427,-74.00597,New York City,New York,,US,42449890
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42437654
40.78343,-73.96625,Manhattan,New York,New York County,US,42435766
40.82704,-73.97569,Edgewater,New Jersey,Bergen County,US,561035367
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42437371
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42435642
40.79205,-74.00375,Guttenberg,New Jersey,Hudson County,US,42430736
40.71427,-74.00597,New York City,New York,,US,42445885
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42439440
40.74482,-73.94875,Long Island City,New York,Queens County,US,6406731678
40.71427,-74.00597,New York City,New York,,US,42427381
40.74482,-73.94875,Long Island City,New York,Queens County,US,42882975
40.78343,-73.96625,Manhattan,New York,New York County,US,7106818623
40.78343,-73.96625,Manhattan,New York,New York County,US,42438859
40.74482,-73.94875,Long Island City,New York,Queens County,US,42445916
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42435422
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42430295
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42435422
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,4461990857
40.71427,-74.00597,New York City,New York,,US,42434800
40.74482,-73.94875,Long Island City,New York,Queens County,US,3575046216
40.78343,-73.96625,Manhattan,New York,New York County,US,42458342
40.60177,-73.99403,Bensonhurst,New York,Kings County,US,42494967
40.71427,-74.00597,New York City,New York,,US,42428368
40.78343,-73.96625,Manhattan,New York,New York County,US,42431106
40.71427,-74.00597,New York City,New York,,US,42436159
40.78343,-73.96625,Manhattan,New York,New York County,US,42435265
40.82704,-73.97569,Edgewater,New Jersey,Bergen County,US,2141026520
40.74482,-73.94875,Long Island City,New York,Queens County,US,561042191
40.78343,-73.96625,Manhattan,New York,New York County,US,42439464
40.78343,-73.96625,Manhattan,New York,New York County,US,42428321
40.74399,-74.03236,Hoboken,New Jersey,Hudson County,US,4557517552
40.74482,-73.94875,Long Island City,New York,Queens County,US,42440754
40.78343,-73.96625,Manhattan,New York,New York County,US,42439403
40.74482,-73.94875,Long Island City,New York,Queens County,US,42442891
40.74482,-73.94875,Long Island City,New York,Queens County,US,42453187
40.78343,-73.96625,Manhattan,New York,New York County,US,42422000
40.71427,-74.00597,New York City,New York,,US,42449021
40.74482,-73.94875,Long Island City,New York,Queens County,US,2089938046
40.71427,-74.00597,New York City,New York,,US,4597668032
40.74482,-73.94875,Long Island City,New York,Queens County,US,42442898
40.71427,-74.00597,New York City,New York,,US,42434354
40.71427,-74.00597,New York City,New York,,US,42440270
40.78343,-73.96625,Manhattan,New York,New York County,US,6176483595
40.74482,-73.94875,Long Island City,New York,Queens County,US,42838715
40.60177,-73.99403,Bensonhurst,New York,Kings County,US,42460996
40.74482,-73.94875,Long Island City,New York,Queens County,US,42442961
40.71427,-74.00597,New York City,New York,,US,7480301866
40.78343,-73.96625,Manhattan,New York,New York County,US,42446472
40.84985,-73.86641,The Bronx,New York,Bronx,US,2356690370
40.71427,-74.00597,New York City,New York,,US,42455051
40.71427,-74.00597,New York City,New York,,US,5216470727
40.71427,-74.00597,New York City,New York,,US,42437949
40.71427,-74.00597,New York City,New York,,US,1919595929
40.78343,-73.96625,Manhattan,New York,New York County,US,42437052
40.71427,-74.00597,New York City,New York,,US,42436763
40.71427,-74.00597,New York City,New York,,US,42430898
40.74482,-73.94875,Long Island City,New York,Queens County,US,42824130
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,4461990857
40.71427,-74.00597,New York City,New York,,US,42429769
40.78343,-73.96625,Manhattan,New York,New York County,US,42447009
40.71427,-74.00597,New York City,New York,,US,42436944
40.71427,-74.00597,New York City,New York,,US,42436856
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42430295
40.71427,-74.00597,New York City,New York,,US,42437768
40.71427,-74.00597,New York City,New York,,US,42429562
40.78343,-73.96625,Manhattan,New York,New York County,US,42439406
40.71427,-74.00597,New York City,New York,,US,42453607
40.71427,-74.00597,New York City,New York,,US,42429876
40.78343,-73.96625,Manhattan,New York,New York County,US,42432900
40.78343,-73.96625,Manhattan,New York,New York County,US,42442555
40.71427,-74.00597,New York City,New York,,US,42431497
40.6501,-73.94958,Brooklyn,New York,Kings County,US,42475484
40.71427,-74.00597,New York City,New York,,US,1692433935
40.78343,-73.96625,Manhattan,New York,New York County,US,42428328
40.71427,-74.00597,New York City,New York,,US,42497677
40.71427,-74.00597,New York City,New York,,US,42432184
40.74482,-73.94875,Long Island City,New York,Queens County,US,42446942
40.71427,-74.00597,New York City,New York,,US,42432194
40.78343,-73.96625,Manhattan,New York,New York County,US,42430363
40.71427,-74.00597,New York City,New York,,US,42494920
40.74482,-73.94875,Long Island City,New York,Queens County,US,42449926
40.71427,-74.00597,New York City,New York,,US,5173594703
40.74482,-73.94875,Long Island City,New York,Queens County,US,4411700985
40.74482,-73.94875,Long Island City,New York,Queens County,US,42818337
40.78343,-73.96625,Manhattan,New York,New York County,US,42439994
40.78343,-73.96625,Manhattan,New York,New York County,US,4163883691
40.6501,-73.94958,Brooklyn,New York,Kings County,US,42477912
40.78343,-73.96625,Manhattan,New York,New York County,US,42430342
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42448996
40.71427,-74.00597,New York City,New York,,US,42434140
40.71427,-74.00597,New York City,New York,,US,42428408
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42435663
40.86566,-73.9268,Inwood,New York,New York County,US,42429708
40.71427,-74.00597,New York City,New York,,US,42434142
40.74482,-73.94875,Long Island City,New York,Queens County,US,42516043
40.74482,-73.94875,Long Island City,New York,Queens County,US,42926426
40.71427,-74.00597,New York City,New York,,US,42437114
40.71427,-74.00597,New York City,New York,,US,1918039880
40.6501,-73.94958,Brooklyn,New York,Kings County,US,42501511
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,4443775464
40.78343,-73.96625,Manhattan,New York,New York County,US,42443040
40.74482,-73.94875,Long Island City,New York,Queens County,US,42446270
40.71427,-74.00597,New York City,New York,,US,1919595911
40.78343,-73.96625,Manhattan,New York,New York County,US,42428303
40.78343,-73.96625,Manhattan,New York,New York County,US,42430367
40.74482,-73.94875,Long Island City,New York,Queens County,US,42481529
40.71427,-74.00597,New York City,New York,,US,42435477
40.78343,-73.96625,Manhattan,New York,New York County,US,42431674
40.6501,-73.94958,Brooklyn,New York,Kings County,US,1372888599
40.78343,-73.96625,Manhattan,New York,New York County,US,42435714
40.78343,-73.96625,Manhattan,New York,New York County,US,42431015
40.71427,-74.00597,New York City,New York,,US,42430924
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42435645
40.71427,-74.00597,New York City,New York,,US,42430903
40.74482,-73.94875,Long Island City,New York,Queens County,US,42456568
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42435660
40.66677,-73.88236,East New York,New York,Kings County,US,42505584
40.71427,-74.00597,New York City,New York,,US,42436353
40.71427,-74.00597,New York City,New York,,US,42437346
40.74482,-73.94875,Long Island City,New York,Queens County,US,42467880
40.78343,-73.96625,Manhattan,New York,New York County,US,42438886
40.78343,-73.96625,Manhattan,New York,New York County,US,42434072
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42435642
40.6501,-73.94958,Brooklyn,New York,Kings County,US,42516895
40.71427,-74.00597,New York City,New York,,US,42452026
40.78343,-73.96625,Manhattan,New York,New York County,US,42428682
40.71427,-74.00597,New York City,New York,,US,42442850
40.74482,-73.94875,Long Island City,New York,Queens County,US,42827581
40.78343,-73.96625,Manhattan,New York,New York County,US,42428063
40.74482,-73.94875,Long Island City,New York,Queens County,US,42443804
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42434821
40.71427,-74.00597,New York City,New York,,US,42455175
40.71427,-74.00597,New York City,New York,,US,5706569905
40.74482,-73.94875,Long Island City,New York,Queens County,US,42434090
40.71427,-74.00597,New York City,New York,,US,42440737
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42430304
40.71427,-74.00597,New York City,New York,,US,42429773
40.74399,-74.03236,Hoboken,New Jersey,Hudson County,US,42454325
40.71427,-74.00597,New York City,New York,,US,42436942
40.66677,-73.88236,East New York,New York,Kings County,US,42490683
40.71427,-74.00597,New York City,New York,,US,42436384
40.78343,-73.96625,Manhattan,New York,New York County,US,42439994
40.78343,-73.96625,Manhattan,New York,New York County,US,42448238
40.79205,-74.00375,Guttenberg,New Jersey,Hudson County,US,42438304
40.71427,-74.00597,New York City,New York,,US,42464580
40.78343,-73.96625,Manhattan,New York,New York County,US,42445736
40.78343,-73.96625,Manhattan,New York,New York County,US,42450028
40.71427,-74.00597,New York City,New York,,US,42434233
40.78343,-73.96625,Manhattan,New York,New York County,US,42428601
40.71427,-74.00597,New York City,New York,,US,42437280
40.71427,-74.00597,New York City,New York,,US,42424864
40.78343,-73.96625,Manhattan,New York,New York County,US,42439416
40.71427,-74.00597,New York City,New York,,US,1919595911
40.71427,-74.00597,New York City,New York,,US,42444916
40.78343,-73.96625,Manhattan,New York,New York County,US,1061531707
40.71427,-74.00597,New York City,New York,,US,42438784
40.71427,-74.00597,New York City,New York,,US,42437410
40.74482,-73.94875,Long Island City,New York,Queens County,US,42514549
40.71427,-74.00597,New York City,New York,,US,42442850
40.71427,-74.00597,New York City,New York,,US,42431467
40.71427,-74.00597,New York City,New York,,US,1258875424
40.86566,-73.9268,Inwood,New York,New York County,US,1764400286
40.71427,-74.00597,New York City,New York,,US,42442788
40.82704,-73.97569,Edgewater,New Jersey,Bergen County,US,561035361
40.74482,-73.94875,Long Island City,New York,Queens County,US,42882974
40.74399,-74.03236,Hoboken,New Jersey,Hudson County,US,42429412
40.71427,-74.00597,New York City,New York,,US,42436944
40.74482,-73.94875,Long Island City,New York,Queens County,US,42842481
40.78343,-73.96625,Manhattan,New York,New York County,US,42436913
40.78343,-73.96625,Manhattan,New York,New York County,US,42446728
40.71427,-74.00597,New York City,New York,,US,42430898
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42443534
40.78343,-73.96625,Manhattan,New York,New York County,US,42440020
40.71427,-74.00597,New York City,New York,,US,279151954
40.78343,-73.96625,Manhattan,New York,New York County,US,42437423
40.71427,-74.00597,New York City,New York,,US,1919595911
40.74482,-73.94875,Long Island City,New York,Queens County,US,42429910
40.71427,-74.00597,New York City,New York,,US,42466499
40.74482,-73.94875,Long Island City,New York,Queens County,US,42468738
40.78343,-73.96625,Manhattan,New York,New York County,US,42435308
40.71427,-74.00597,New York City,New York,,US,42437289
40.71427,-74.00597,New York City,New York,,US,42444897
40.71427,-74.00597,New York City,New York,,US,42428216
40.71427,-74.00597,New York City,New York,,US,6330018917
40.71427,-74.00597,New York City,New York,,US,42437084
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42430685
40.74482,-73.94875,Long Island City,New York,Queens County,US,42496644
40.74482,-73.94875,Long Island City,New York,Queens County,US,42882983
40.82704,-73.97569,Edgewater,New Jersey,Bergen County,US,42438836
40.71427,-74.00597,New York City,New York,,US,42428368
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,4461990857
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42430688
40.71427,-74.00597,New York City,New York,,US,42457325
40.78343,-73.96625,Manhattan,New York,New York County,US,42448257
40.71427,-74.00597,New York City,New York,,US,42432099
40.78343,-73.96625,Manhattan,New York,New York County,US,42440960
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42445310
40.78343,-73.96625,Manhattan,New York,New York County,US,42430367
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42437654
40.71427,-74.00597,New York City,New York,,US,42455887
40.78343,-73.96625,Manhattan,New York,New York County,US,42431113
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,4443775464
40.71427,-74.00597,New York City,New York,,US,42430249
40.71427,-74.00597,New York City,New York,,US,42436968
40.74482,-73.94875,Long Island City,New York,Queens County,US,42445656
40.78343,-73.96625,Manhattan,New York,New York County,US,42422110
40.74482,-73.94875,Long Island City,New York,Queens County,US,42473959
40.71427,-74.00597,New York City,New York,,US,42430898
40.71427,-74.00597,New York City,New York,,US,1773084402
40.60177,-73.99403,Bensonhurst,New York,Kings County,US,1372888681
40.71427,-74.00597,New York City,New York,,US,42436439
40.71427,-74.00597,New York City,New York,,US,4557517555
40.74482,-73.94875,Long Island City,New York,Queens County,US,42436714
40.86566,-73.9268,Inwood,New York,New York County,US,42765671
40.71427,-74.00597,New York City,New York,,US,42528857
40.71427,-74.00597,New York City,New York,,US,42432068
40.6501,-73.94958,Brooklyn,New York,Kings County,US,42465294
40.78343,-73.96625,Manhattan,New York,New York County,US,42428682
40.78343,-73.96625,Manhattan,New York,New York County,US,42443344
40.78343,-73.96625,Manhattan,New York,New York County,US,7106818627
40.78343,-73.96625,Manhattan,New York,New York County,US,4347534767
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42435420
40.78343,-73.96625,Manhattan,New York,New York County,US,42431030
40.71427,-74.00597,New York City,New York,,US,42446885
40.71427,-74.00597,New York City,New York,,US,42421941
40.71427,-74.00597,New York City,New York,,US,42430265
40.74482,-73.94875,Long Island City,New York,Queens County,US,42442957
40.74482,-73.94875,Long Island City,New York,Queens County,US,42824096
40.71427,-74.00597,New York City,New York,,US,42455051
40.84985,-73.86641,The Bronx,New York,Bronx,US,42746861
40.85093,-73.97014,Fort Lee,New Jersey,Bergen County,US,42442656
40.71427,-74.00597,New York City,New York,,US,387180916
40.74482,-73.94875,Long Island City,New York,Queens County,US,42442906
40.78343,-73.96625,Manhattan,New York,New York County,US,42443336
40.74482,-73.94875,Long Island City,New York,Queens County,US,42452882
40.78343,-73.96625,Manhattan,New York,New York County,US,42452956
40.74482,-73.94875,Long Island City,New York,Queens County,US,3786901743
40.74482,-73.94875,Long Island City,New York,Queens County,US,42446275
40.78343,-73.96625,Manhattan,New York,New York County,US,42422000
40.78343,-73.96625,Manhattan,New York,New York County,US,42435518
40.74482,-73.94875,Long Island City,New York,Queens County,US,42445409
40.74482,-73.94875,Long Island City,New York,Queens County,US,42866657
40.82704,-73.97569,Edgewater,New Jersey,Bergen County,US,42432980
40.78343,-73.96625,Manhattan,New York,New York County,US,42428015
40.74482,-73.94875,Long Island City,New York,Queens County,US,42434090
40.71427,-74.00597,New York City,New York,,US,42427797
40.78343,-73.96625,Manhattan,New York,New York County,US,4288677093
40.71427,-74.00597,New York City,New York,,US,42442862
40.74482,-73.94875,Long Island City,New York,Queens County,US,42446971
40.71427,-74.00597,New York City,New York,,US,5849918502
40.6501,-73.94958,Brooklyn,New York,Kings County,US,42520296
40.78343,-73.96625,Manhattan,New York,New York County,US,42428007
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42445018
40.71427,-74.00597,New York City,New York,,US,42497598
40.78343,-73.96625,Manhattan,New York,New York County,US,42440022
40.71427,-74.00597,New York City,New York,,US,1918039880
40.71427,-74.00597,New York City,New York,,US,42457728
40.71427,-74.00597,New York City,New York,,US,42428402
40.71427,-74.00597,New York City,New York,,US,42436941
40.78343,-73.96625,Manhattan,New York,New York County,US,42436919
40.78343,-73.96625,Manhattan,New York,New York County,US,42438503
40.78343,-73.96625,Manhattan,New York,New York County,US,42439567
40.71427,-74.00597,New York City,New York,,US,42457735
40.71427,-74.00597,New York City,New York,,US,42434226
40.71427,-74.00597,New York City,New York,,US,42440628
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,427804211
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42435633
40.78343,-73.96625,Manhattan,New York,New York County,US,42435518
40.6501,-73.94958,Brooklyn,New York,Kings County,US,42481683
40.71427,-74.00597,New York City,New York,,US,42440721
40.66677,-73.88236,East New York,New York,Kings County,US,42827643
40.71427,-74.00597,New York City,New York,,US,42429769
40.71427,-74.00597,New York City,New York,,US,42431802
40.74482,-73.94875,Long Island City,New York,Queens County,US,42881027
40.78343,-73.96625,Manhattan,New York,New York County,US,42429334
40.71427,-74.00597,New York City,New York,,US,42434140
40.74482,-73.94875,Long Island City,New York,Queens County,US,42445916
40.78343,-73.96625,Manhattan,New York,New York County,US,42439406
40.74399,-74.03236,Hoboken,New Jersey,Hudson County,US,246649427
40.74482,-73.94875,Long Island City,New York,Queens County,US,42833316
40.74482,-73.94875,Long Island City,New York,Queens County,US,42502959
40.71427,-74.00597,New York City,New York,,US,42437096
40.85093,-73.97014,Fort Lee,New Jersey,Bergen County,US,587933945
40.74482,-73.94875,Long Island City,New York,Queens County,US,42449928
40.74482,-73.94875,Long Island City,New York,Queens County,US,4597668030
40.78343,-73.96625,Manhattan,New York,New York County,US,42431057
40.60177,-73.99403,Bensonhurst,New York,Kings County,US,6295187820
40.74482,-73.94875,Long Island City,New York,Queens County,US,42882975
40.78343,-73.96625,Manhattan,New York,New York County,US,42428287
40.71427,-74.00597,New York City,New York,,US,42438784
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,4443775465
40.78343,-73.96625,Manhattan,New York,New York County,US,596776127
40.71427,-74.00597,New York City,New York,,US,42440721
40.71427,-74.00597,New York City,New York,,US,4597668035
40.82704,-73.97569,Edgewater,New Jersey,Bergen County,US,42441952
40.71427,-74.00597,New York City,New York,,US,42437289
40.68149,-73.83652,Borough of Queens,New York,Queens County,US,42858317
40.78343,-73.96625,Manhattan,New York,New York County,US,42436985
40.74482,-73.94875,Long Island City,New York,Queens County,US,42452882
40.74482,-73.94875,Long Island City,New York,Queens County,US,42446959
40.82704,-73.97569,Edgewater,New Jersey,Bergen County,US,42427538
40.68149,-73.83652,Borough of Queens,New York,Queens County,US,2931099253
40.74482,-73.94875,Long Island City,New York,Queens County,US,42448714
40.6501,-73.94958,Brooklyn,New York,Kings County,US,42510740
40.71427,-74.00597,New York City,New York,,US,42431467
40.78343,-73.96625,Manhattan,New York,New York County,US,42430371
40.74482,-73.94875,Long Island City,New York,Queens County,US,3779614615
40.71427,-74.00597,New York City,New York,,US,42428491
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42443975
40.78343,-73.96625,Manhattan,New York,New York County,US,42439464
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42439440
40.82704,-73.97569,Edgewater,New Jersey,Bergen County,US,42438288
40.74482,-73.94875,Long Island City,New York,Queens County,US,42817396
40.74482,-73.94875,Long Island City,New York,Queens County,US,42516047
40.86566,-73.9268,Inwood,New York,New York County,US,42733824
40.78343,-73.96625,Manhattan,New York,New York County,US,42438506
40.71427,-74.00597,New York City,New York,,US,5159433792
40.71427,-74.00597,New York City,New York,,US,42432083
40.78343,-73.96625,Manhattan,New York,New York County,US,42446013
40.78343,-73.96625,Manhattan,New York,New York County,US,42444820
40.74482,-73.94875,Long Island City,New York,Queens County,US,42445804
40.74482,-73.94875,Long Island City,New York,Queens County,US,42453187
40.6501,-73.94958,Brooklyn,New York,Kings County,US,42519108
40.74482,-73.94875,Long Island City,New York,Queens County,US,42899977
40.78343,-73.96625,Manhattan,New York,New York County,US,42444817
40.71427,-74.00597,New York City,New York,,US,42464848
40.6501,-73.94958,Brooklyn,New York,Kings County,US,42498587
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42438672
40.71427,-74.00597,New York City,New York,,US,42436381
40.71427,-74.00597,New York City,New York,,US,42430265
40.71427,-74.00597,New York City,New York,,US,42446925
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42427477
40.74482,-73.94875,Long Island City,New York,Queens County,US,2844853151
40.74482,-73.94875,Long Island City,New York,Queens County,US,42449928
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42454433
40.74482,-73.94875,Long Island City,New York,Queens County,US,42469494
40.78343,-73.96625,Manhattan,New York,New York County,US,42447126
40.74482,-73.94875,Long Island City,New York,Queens County,US,42866845
40.71427,-74.00597,New York City,New York,,US,42427797
40.78343,-73.96625,Manhattan,New York,New York County,US,42429338
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,62915514
40.71427,-74.00597,New York City,New York,,US,42430205
40.74482,-73.94875,Long Island City,New York,Queens County,US,42849669
40.71427,-74.00597,New York City,New York,,US,1692433928
40.78343,-73.96625,Manhattan,New York,New York County,US,7050687060
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42438674
40.71427,-74.00597,New York City,New York,,US,42430898
40.78343,-73.96625,Manhattan,New York,New York County,US,42445025
40.71427,-74.00597,New York City,New York,,US,42437096
40.78343,-73.96625,Manhattan,New York,New York County,US,1061531810
40.71427,-74.00597,New York City,New York,,US,42431452
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42443534
40.71427,-74.00597,New York City,New York,,US,42442857
40.71427,-74.00597,New York City,New York,,US,42434148
40.71427,-74.00597,New York City,New York,,US,42442276
40.74482,-73.94875,Long Island City,New York,Queens County,US,2693557987
40.78343,-73.96625,Manhattan,New York,New York County,US,42431544
40.78343,-73.96625,Manhattan,New York,New York County,US,1241742743
40.71427,-74.00597,New York City,New York,,US,42430265
40.71427,-74.00597,New York City,New York,,US,42437113
40.78343,-73.96625,Manhattan,New York,New York County,US,42455695
40.71427,-74.00597,New York City,New York,,US,42443513
40.6501,-73.94958,Brooklyn,New York,Kings County,US,42492342
40.82704,-73.97569,Edgewater,New Jersey,Bergen County,US,2141026551
40.66677,-73.88236,East New York,New York,Kings County,US,42807128
40.71427,-74.00597,New York City,New York,,US,42430886
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,62915516
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42435422
40.71427,-74.00597,New York City,New York,,US,42488436
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42435644
40.78343,-73.96625,Manhattan,New York,New York County,US,42446478
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42430677
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42427483
40.78343,-73.96625,Manhattan,New York,New York County,US,42439406
40.71427,-74.00597,New York City,New York,,US,42440270
40.71427,-74.00597,New York City,New York,,US,42436187
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42454433
40.82704,-73.97569,Edgewater,New Jersey,Bergen County,US,42434343
40.71427,-74.00597,New York City,New York,,US,42448558
40.71427,-74.00597,New York City,New York,,US,42429565
40.71427,-74.00597,New York City,New York,,US,42436064
40.6501,-73.94958,Brooklyn,New York,Kings County,US,1372888835
40.78343,-73.96625,Manhattan,New York,New York County,US,42450055
40.71427,-74.00597,New York City,New York,,US,42431773
40.78343,-73.96625,Manhattan,New York,New York County,US,42431684
40.71427,-74.00597,New York City,New York,,US,42430282
40.71427,-74.00597,New York City,New York,,US,42434271
40.74482,-73.94875,Long Island City,New York,Queens County,US,42825879
40.6501,-73.94958,Brooklyn,New York,Kings County,US,42465660
40.71427,-74.00597,New York City,New York,,US,42472725
